label,text
"تفعيل بطاقتي","لا يمكن تفعيل بطاقتي كيف يمكنني تشغيلها؟"
"نسيان رمز المرور","رقمي السري أظن متغير."
"سعر الصرف الخاطئ للدفع بالبطاقة","سعر الصرف هذا على مشترياتي خاطئ."
"فيزا أو ماستر كارد","أنا مهتم بالحصول على بطاقة فيزا أو ماستركارد. هل تقدم لهم؟"
"رمز التعريف الشخصي محظور","شو اسوي عشان الغي الحظر عن رقم التعريف الشخصي تبعي؟"
"طلب استرداد","أنا مهتم بمعرفة المزيد حول استرداد المنتجات."
"حدود التعبئة","هل يمكنني زيادة الحد الأقصى للتعبئة؟"
"تغيير رمز التعريف الشخصي","هل يمكنني تغيير رقم بي اي ان الخاص بي؟"
"الدفع بالبطاقة غير معترف به","معقول في واحد بقدر يوصل لبطاقتي؟ في دفعتين بالتطبيق متاكد اني ما عملتهم، بتقدر تشوفلي شو بصير"
"فشل التحويل","التحويل مش شغال؟"
"في انتظار السحب النقدي","حاولت الحصول على نقود من جهاز الصراف الآلي ولكن الأمر استغرق وقتا طويلا"
"التعبئة عن طريق شحن البطاقة","طيب في رسوم على عمليات التعبئة؟"
"رفض السحب النقدي","لماذا لا تسمح لي أجهزة الصراف الآلي بالحصول على نقود؟"
"نقل إلى الحساب","ما هي العملية التي يجب أن أستخدمها لتحويل الأموال إلى حسابي؟"
"دعم أجهزة الصراف الآلي","هل هذه البطاقة مقبولة في أجهزة الصراف الآلي؟"
"رسوم إضافية على كشف الحساب","تغرمت 1 باوند زيادة وبدي اعرف لشو هي؟"
"الدفع بالبطاقة المعلق","اشتريت بعض الأشياء في الصباح ولكن الدفعة معلقة"
"الحصول على بطاقة افتراضية يمكن التخلص منها","كيف بعمل بطاقة افتراضية ممكن التخلص منها؟"
"الهاتف المفقود أو المسروق","انسرق جوالي كيف بقدر أستخدم التطبيق؟"
"رسوم الصرف","ممكن تعطيني خصم ، بدي اضل اصرف العملات من فترة لفترة"
"بطاقة على وشك الانتهاء","منين بقدر ارسل بطاقة بنكية جديدة للصين؟"
"الحصول على بطاقة فعلية","كم من الوقت سوف يستغرقني للحصول على رقم التعريف الشخصي الخاص بي؟"
"آبل باي أو جوجل باي","أغلبك تساعدني، مش زابطة بطاقة أميركان اكسبريس من آبل بايتاعي."
"البطاقة لا تعمل","لم يتم قبول أي معاملات ، ما المشكلة في بطاقتي؟"
"فشل التحويل","ماذا يحدث؟ لقد حاولت بالفعل تحويل الأموال. هل النظام معطل؟ لا ينبغي أن يحدث هذا لأن هذا تحويل أساسي."
"التحقق من مصدر الأموال","بدي أعرف من وين إجت هاي المصاري؟"
"ربط البطاقة","كيف بقدر اخلي البطاقة تشتغل عالتطبيق بعد ما استلمتها؟"
"رفض السحب النقدي","حاولت الحصول على المال من ماكينة الصراف الآلي في نوتينغ هيل في وقت سابق ، لكنني لم أتمكن من الحصول على أي شيء. هل هناك مشكلة في بطاقتي؟ إنها المرة الأولى التي حاولت استخدامها."
"حدود البطاقة التي يمكن التخلص منها","ما هو الحد الأقصى المسموح لي بالبطاقات التي يمكن التخلص منها."
"الهاتف المفقود أو المسروق","شو أعمل بالنسبة للجوال المسروق؟"
"دعم العملات الورقية","كيف يمكنني استبدال اليورو؟"
"طلب بطاقة فعلية","هل هناك رسوم للحصول على بطاقة فعلية؟"
"تلقي الأموال","انو بقدر يبعثلي مصاري ؟"
"وصول البطاقة","في سبب معين لعدم وصول بطاقتي الجديدة ؟"
"طلب بطاقة فعلية","أريد بطاقة من فضلك."
"تغيير رمز التعريف الشخصي","هل يمكنني تغيير رقم التعريف الشخصي الخاص بي عبر الإنترنت؟"
"إرجاع الدفع بالبطاقة؟","ليش أجالي خصم من الحساب بعد اسبوع ؟"
"الحصول على بطاقة احتياطية","بدي كمان بطاقات، لازم أدفع عليهم؟"
"البطاقة لا تعمل","مش قادر اوخد بطاقتي الفعلية للشغل"
"حدود البطاقة التي يمكن التخلص منها","هل يمكنني الحصول على المزيد من البطاقات التي تستخدم لمرة واحدة؟"
"رمز التعريف الشخصي محظور","أرشدني حول كيفية إلغاء حظر رمز التعريف الشخصي الخاص بي"
"تم رفض الدفع بالبطاقة","فشلت بطاقتي في العمل عندما كنت أتسوق في أحد المتاجر"
"البطاقة لا تعمل","شو اعمل اذا كانت بطاقتي مش شغالة"
"رفض التحويل","احكيلي ليش انرفض التحويل تبعي."
"السحب النقدي غير معترف به","شكله في حدا ساحب من حسابي بدون ما اسمح بالعملية."
"لماذا التحقق من الهوية","أحتاج لإثبات هويتي لك لماذا وكيف؟"
"تغيير رمز التعريف الشخصي","بدي أغير البي اي ان، كيف؟"
"الدفع المباشر للدين غير معروف","لماذا توجد دفعة الخصم المباشر في كشف الحساب الخاص بي ولم أفعلها؟"
"تم التحصيل مرتين","هل راح يتم رد الدفعة المتكررة ؟"
"في انتظار التعبئة","على ما يبدو ان التعبئة ما زالت معلقة؟"
"تم التحصيل مرتين","مساعدة ، لقد تم تحصيل رسوم مني مرتين!"
"تغيير رمز التعريف الشخصي","هل يمكن تغيير رقم التعريف الشخصي الخاص بي في أي جهاز صراف آلي؟"
"وصول البطاقة","في اشي داعي للقلق عشان بطاقتي الها اسبوع مش معي؟"
"الدفع بالبطاقة غير معترف به","أنا لا أتفق مع تهمة"
"تلقي الأموال","باخد راتبي بالجنيه، لازم اخبر عندكم؟ و ازا بيلزم وين اروح؟"
"رسوم الصرف","بعمل بتبادل عملتي شوي. بوخد خصم على سعر الصرف؟"
"الدفع بالبطاقة غير معترف به","مدرج في تطبيقي أنني أجريت دفعة لم أجريها في الواقع"
"الحصول على بطاقة افتراضية","هل يمكنني استخدام تطبيقي للحصول على بطاقة افتراضية"
"تعبئة تلقائية","كيف يمكنني الوصول إلى خيار التعبئة التلقائية؟"
"استرداد الأموال غير مرئي","في مبلغ مسترد مش موجود بحسابي."
"حدود التعبئة","شو أقصى حد بقدر فيه أعبي البطاقة ؟"
"التحقق من مصدر الأموال","أنا بحاجة للتحقق من أموالي."
"فيزا أو ماستر كارد","راح اوحذ فيزا او ماستر كارد؟"
"وصول البطاقة","حتى الآن وبطاقتي لم تظهر."
"إلغاء التحويل","بدي توقفلي التحويل الي بلشت فيه هسا بأقرب وقت، لاحظت هسا انه مش صحيح"
"الهاتف المفقود أو المسروق","انسرق كل اشي عندي مبارح فمش قادر أوصل للتطبيق، شو أعمل؟"
"طلب بطاقة فعلية","هل يمكن طلب بطاقة"
"رفض السحب النقدي","جربت استخدم بطاقتي عشان أسحب مصاري من الصراف في نوتينغ هيل بس ما زبط"
"رمز التعريف الشخصي محظور","بتقدر تلغيلي الرقم السري تبعي؟ بعرفش ليش انحظر"
"تعبئة الرصيد نقدًا أو بشيك","هل يمكنني إيداع شيك؟"
"لم يتم تحديث الرصيد بعد التحويل المصرفي","قديش المدة اللي بتوخدها التحويلات لبريطانيا بالعادة؟ عملت تحويل بس ما بين في تاريخي لسا . بس بدي اتأكد انه مر"
"تم رفض الدفع بالبطاقة","الدفع باستخدام بطاقتي غير فعال"
"توقيت التحويل","كم المدة التي سيأخدها التحويل من أوروبا؟"
"طلب استرداد","سأقوم بإلغاء الشراء."
"سعر صرف خاطئ للسحب النقدي","أعتقد أنني حصلت على سعر صرف خاطئ عندما حصلت على نقود."
"تعبئة تلقائية","عندما اكون بالخارج البلد هل يمكنني اضافة الاموال تلقائيا بفترات زمنية مححدة؟"
"الحصول على بطاقة احتياطية","أحتاج بطاقة ثانية ، هل يمكنني الحصول على أكثر من بطاقة؟"
"الحصول على بطاقة افتراضية","ما هي اجراءات طلب بطاقة افتراضية؟"
"لماذا التحقق من الهوية","هل التحقق من هويتي أمر ملزم؟"
"تلقي الأموال","راتبي بالجنيه الإسترليني ، هل هذا شيء أحتاج إلى تكوينه؟"
"تعبئة الرصيد نقدًا أو بشيك","رح أقدر أشحن بشيك؟"
"نقل إلى الحساب","كيف تعمل عملية تحويل الأموال إلى حسابي؟"
"انتظار التحويل","لماذا لا يزال التحويل معلقا؟"
"طلب بطاقة فعلية","ما هي الرسوم التي تلزمها على البطاقة القياسية؟"
"لم يستلم المستلم التحويل","حولت اموالا لشخص ما لكنه لم يستلمهم، ما السبب؟"
"تلقي مبلغ خاطئ من النقد","ليش المصاري مش صح"
"دعم العملات الورقية","أحتاج إلى الاحتفاظ بالمال ، ما هي العملات التي يمكنني استخدامها؟"
"انهاء حساب","لو سمحت احذف حسابي هلأ!"
"وصول البطاقة","بقدر أتتبع بطاقتي وهي بعملية التسليم؟"
"إلغاء التحويل","هل يمكن إلغاء صفقة؟"
"توقيت التحويل","كم من الوقت سيستغرق نقل شيء من الصين؟"
"سعر صرف خاطئ للسحب النقدي","من فضلك قل لي كيف يتم تحديد سعر الصرف. كنت أتوقع المزيد من المال لهذه الصفقة."
"الحصول على بطاقة احتياطية","بدي بطاقة تانية"
"الهاتف المفقود أو المسروق","تركت جوالي بالفندق"
"تعبئة الرصيد نقدًا أو بشيك","بقدر أحول شيك لحسابي؟"
"حد السن","في عمر محدد؟"
"توقيت التحويل","كم مدة انتظار التحويل في أميركا؟"
"دعم أجهزة الصراف الآلي","شو اجهزة صراف الآلي اللي بتستخدم هاي البطاقة؟"
"تحصيل رسوم التحويل","ليش حوالتي أغلى من ما كنت أتوقع؟"
"سعر الصرف","ما هو شكل التبادل؟"
"رسوم إضافية على كشف الحساب","عندي رسم اضافي بقيمة 1 يورو في كشفي"
"التحقق من مصدر الأموال","كيف أعرف من أين أتت أموالي؟"
"إعادة الشحن عن طريق رسوم التحويل المصرفي","إذا بدي أعمل تحويلة، كم بكلف؟"
"تلقي الأموال","هل يمكن لوظيفتي إيداع راتبي مباشرة في الحساب."
"إرجاع الدفع بالبطاقة؟","دفعت دفعة بس مش مبينة لهلأ"
"رسوم السحب النقدي","حصلت على النقود وتم تحصيل رسوم لا ينبغي أن تكون هناك!"
"رسوم الصرف","ما هي الرسوم التي سيتم فرضها على عمليات التبادل؟"
"تم التحصيل مرتين","ممكن تحكيلي ليش المعاملة عندي بتطلع نفسها اكثر من مرة على حسابي"
"تلقي مبلغ خاطئ من النقد","كيف يمكنني طلب استرداد نقدي؟ لقد أعطتني أجهزة الصراف الآلي للتو مبلغا خاطئا تم تحصيله مني على الرغم من ..."
"طلب بطاقة فعلية","وين ألاكي طريقة عشان أجيب بطاقة فعلية ؟"
"تم التحصيل مرتين","تحاسبت مرتين على نفس الاشي"
"تعبئة الرصيد نقدًا أو بشيك","هل يمكنني استخدام النقود في التعبئة"
"تحقق من هويتي","لوين بقدر اروح عشان اعرف كيف اتحقق من هويتي؟"
"لم يستلم المستلم التحويل","ارسلت من النقود لشخص ما لكنه لم يستلمها كما يقول"
"لم يستلم المستلم التحويل","التحويل لم يصل للمستلم الذي اريده"
"فشل التعبئة","قل لي لماذا لا تمر عملية الشحن الخاصة بي؟"
"انتظار التحويل","اشتريت شيئا عبر الإنترنت و لم يستلم البائع الأموال التي أرسلتها ، هل يمكنك من فضلك إخباري بالمدة التي يستغرقها التحويل في الاتحاد الأوروبي؟"
"تحرير التفاصيل الشخصية","كيف أقوم بتحديث عنواني؟"
"البطاقات والعملات المدعومة","إذا قمت بالشحن عن طريق البطاقة ، ما هي الخيارات المتوفرة لدي: العملة ونوع البطاقة؟"
"حد السن","هل يمكنني فتح حساب لابني؟"
"الدفع بالبطاقة غير معترف به","ما رحت على هاد المتجر، اكيد هاي تهمة احتيالية"
"تم رفض الدفع بالبطاقة","جربت اكتر من مرة اعمل دفعة بس مش زابط"
"تم رفض الدفع بالبطاقة","لقد حصلت للتو على بطاقتي الجديدة وحاولت استخدامها ولكن تم رفضها؟"
"عادت تعبئة الرصيد","كيف لا يمكنني وضع أموال في حساب الشحن الخاص بي؟"
"نسيان رمز المرور","تم رفض رمز المرور الخاص بي."
"الصرف عبر التطبيق","كيف بقدر ابدل الدولار بالجنيه؟"
"الصرف عبر التطبيق","هل سيكون من الممكن التغيير من الدولار إلى الجنية البريطاني باستخدام هذا التطبيق؟"
"الحصول على بطاقة افتراضية","بتقدر تشرحلي كيف اطلع بطاقة افتراضية؟"
"السحب النقدي غير معترف به","شفت بالتطبيق انه تم سحب مصاري من حسابي مع انه ما طلبت ولا سحبت"
"فشل التعبئة","حاولت زيادة الرصيد لكن تم رفضه."
"رسوم السحب النقدي","أعتقد أنه تم تحصيل رسوم مني لسحب الأموال بعد أن ذهبت للشراء من البقالة. هل أنتم يا رفاق تحاسبون على هذا الآن؟"
"سعر الصرف","من أين يتم تحديد أسعار الصرف التابعة لك؟"
"لم يتم تحديث الرصيد بعد الشيك أو الإيداع النقدي","الشيك الذي أودعته لا يظهر في حسابي."
"لم يتم تحديث الرصيد بعد الشيك أو الإيداع النقدي","الشيك الذي أرسلته إليك لإيداعه قبل يومين لم يتم وضعه في حسابي حتى الآن. ما هي المشكلة؟"
"رسوم إضافية على كشف الحساب","أرى رسوما بقيمة 1 جنيه لست على علم بها في كشفي"
"طلب بطاقة فعلية","بنفع تحكيلي كيف أجيب بطاقة"
"الدفع المباشر للدين غير معروف","بدي مساعدة بخصوص خصم مباشر موجود على التطبيق مش عارفه"
"الدفع المباشر للدين غير معروف","في معاملة خصم مباشر في سجلي مش انا عملتها"
"رفض التحويل","في تحويل كنت عم احاول اكمله بس انرفض. ليش؟"
"الحصول على بطاقة فعلية","لا يمكنني العثور على رقم التعريف الشخصي لبطاقتي."
"توقيت التحويل","ما هو الوقت الذي يتم فيه تحويل الأموال؟"
"الحصول على بطاقة افتراضية يمكن التخلص منها","عشو منستخدم البطاقات اللي بتستعمل لمرة وحدة؟"
"فشل التعبئة","ما زبط التعبية."
"الحصول على بطاقة احتياطية","هل أستطيع الحصول على كرت بنك ثالث؟"
"إلغاء التحويل","حولت الى حسابي بالغلط وبدي الغيه"
"عدم التلامس لا يعمل","ليش جهاز اللاتلامسي ما بشتغل بالقطار؟"
"لم يتم تحديث الرصيد بعد الشيك أو الإيداع النقدي","لقد أرسلت المال بالفعل ولم أستلمه بعد في حسابي."
"التحقق من مصدر الأموال","كيف أتحقق من مصدر أموالي؟"
"بطاقة على وشك الانتهاء","هل يمكنني طلب بطاقة جديدة؟ بطاقتي على وشك الانتهاء."
"الدفع بالبطاقة المعلق","يظهر الدفع على بطاقتي على أنه معلق."
"التعبئة عن طريق شحن البطاقة","لقد تجاوزت الحد المسموح به لبطاقتي، فهل هذا شيء ستحاسبني عليه؟"
"طلب بطاقة فعلية","بدي بطاقة كيف أجيبها؟"
"تقدير تسليم البطاقة","كم وقت رح ياخد لاستلم بطاقتي؟"
"الهاتف المفقود أو المسروق","تلفوني مسروق، شو أعمل؟"
"رفض السحب النقدي","لم أتمكن من الوصول إلى أموالي في جهاز الصراف الآلي"
"سعر الصرف الخاطئ للدفع بالبطاقة","ايش سعر الصرف تبعك بين الجنيه البريطاني والروبل الروسي في اخر معاملة عندي؟"
"تم تحصيل رسوم الدفع بالبطاقة","شفت رسوم زيادة على التطبيق على دفعة من الدفعات و مش متأكد لأي دفعة كيف بقدر اعرف ؟"
"رفض التحويل","حاولت أمس شراء شيء ما عبر الإنترنت وتلقيت رسالة تفيد بالرفض. حاولت مرة أخرى اليوم وتلقيت نفس الرسالة. ما هي المشكلة؟"
"تقدير تسليم البطاقة","لوسمحت أحضر لي بطاقتي على الفور."
"بطاقة مخترقة","ما عملت هاي المعاملات يمكن في حد ثاني بيستخدم البطاقة؟"
"إرجاع الدفع بالبطاقة؟","التغى الدفع ببطاقتي"
"البطاقة لا تعمل","هل بطاقتي مجمدة؟"
"دعم العملات الورقية","بهمني استخدام العملات الورقية ، شو بتدعم ؟"
"في انتظار التعبئة","قبل قليل حاولت ان اشحن رصيدي كما في التعليمات وكذلك كانت فورية لكن النظام بقي معلق؟"
"رسوم الصرف","شو نوع التكاليف لتبادل العملات؟"
"لم يتم تحديث الرصيد بعد التحويل المصرفي","كم المدة التي يجب علي انتظارها حتى يظهر التحديث بعد اجراء التحويل المصرفي؟"
"البطاقة المفقودة أو المسروقة","بدي مساعدة مش لاقي بطاقتي"
"التحقق من مصدر الأموال","أحتاج إلى معرفة من أين تأتي أموالي."
"تم التحصيل مرتين","لقد تم تحميلي خصم مرتين ببطاقة مكررة. كيف احل هذا الامر؟"
"تلقي مبلغ خاطئ من النقد","ما وصلني المبلغ المزبوط من المصاري"
"تلقي مبلغ خاطئ من النقد","كنت بدي 100 دولار بس أخدت 20 دولار."
"وصول البطاقة","كيف أتتبع البطاقة الي بعتتها؟"
"المستفيد غير مسموح به","ليش المستفيد تبعي مش مسموح يحصل على خدمات الدفع؟"
"الحصول على بطاقة فعلية","لم أحصل على رقم التعريف الشخصي بعد. لماذا؟"
"سعر الصرف الخاطئ للدفع بالبطاقة","بتساءل في سعر الصرف اليوم من الروبل للجنيه. توقعت عودة أحسن."
"البطاقة لا تعمل","بطاقتي مش فعالة جسديا"
"الحصول على بطاقة افتراضية","أين يمكنني أن أجد البطاقة الافتراضية؟"
"انهاء حساب","كيف بدي اسكر حسابي واطلع من هاي الشركة"
"الدفع المباشر للدين غير معروف","شايف في معاملة خصم مباشر في التطبيق عندي مش انا الي عملتها"
"إلغاء التحويل","لقد نفذت صفقة لحساب خاطئ!"
"توقيت التحويل","هل سأرى التحويل في حسابي خلال الأسبوع؟"
"تحقق من هويتي","بماذا يمكنني التحقق من هويتي؟"
"آبل باي أو جوجل باي","مرحبا ، لدي ساعة آبل. كيف أستخدمها لتعبئة بطاقتي؟"
"طلب استرداد","بدي هذا الغرض المسترد"
"فشل التحويل","التحويل تبعي ما زبط، ليش هيك؟"
"انهاء حساب","ساعدني في إغلاق حسابي."
"تم رفض الدفع بالبطاقة","كنت أتسوق للتو وتم رفض دفعتي في المتجر! كان محرجا جدا ما الذي يجري ومتى يتم اصلاحه؟"
"رسوم السحب النقدي","لقد استخدمت بطاقتي للحصول على النقود ثم تم تحصيل رسوم مني لم يكن من المفترض أن أتحملها."
"تلقي الأموال","صديقي يريد أن يرسل لي المال ، هل يمكنها ذلك؟"
"تحصيل رسوم التحويل","أخبرني أحد المستلمين أنهم لم يتلقوا التحويل الكامل الذي أكملته وأنه في الواقع كان أقل قليلا مما أرسلته. في هذه المرحلة ، يجب أن أقوم بتحويل آخر لتعويض المبلغ المفقود. هل يمكنك متابعة ما يحدث هنا من فضلك؟"
"دعم أجهزة الصراف الآلي","وين موقع اجهزة صراف الآلي اللي قريبة مني؟"
"طلب استرداد","مرحبا ، لقد غيرت رأيي وأريد استرداد أحد الأشياء التي اشتريتها مؤخرا. هل يمكنك إلغاء المعاملة واسترداد أموالي من فضلك. من فضلك انها عاجلة."
"فشل التعبئة","التطبيق رفض تعبئة رصيدي"
"لماذا التحقق من الهوية","ليش احط اسمي و هويتي ؟"
"طلب استرداد","هل يمكنني استرداد العنصر؟"
"لم يستلم المستلم التحويل","معاملاتي المالية مش مبينة في حسابي"
"نقل إلى الحساب","أرغب في تحويل أموال من حساب آخر إلى هذا الحساب."
"بطاقة مخترقة","في احتمال انه في حدا اخترق بطاقتي."
"وصول البطاقة","من أسبوع بعتتلي البطاقة بس بعدها ما وصلت."
"سعر الصرف الخاطئ للدفع بالبطاقة","اشتريت اشي بعملة اجنبية ومش متأكد من سعر الصرف. هل المعدل المطبق صحيح؟"
"تم التحصيل مرتين","في معاملات مكررة بحسابي"
"تم رفض الدفع بالبطاقة","سددت دفعة بالبطاقة لكنها لم تنجح. ولم لا؟"
"حد السن","موجود عندك حسابات للاولاد الصغار؟"
"ربط البطاقة","كيف ممكن أفعل بطاقتي على التطبيق؟"
"انهاء حساب","الخدمة هون مش منيحة رح ألغي حسابي"
"تحرير التفاصيل الشخصية","ليش بقدر اعدل معلوماتي الشخصية"
"استرداد الأموال غير مرئي","متى سيأتي رد أموالي؟"
"نسيان رمز المرور","لقد نسيت رمز المرور الخاص بي."
"الدفع بالبطاقة غير معترف به","ألاحظ دفعة / شراء في شركة لا أعرفها."
"سعر الصرف","أنا مهتم بما تستند إليه أسعار الصرف الخاصة بك."
"البطاقات والعملات المدعومة","ما هي العملات المعتمدة لإضافة الأموال؟"
"نقل إلى الحساب","كيف يمكنني تعبئة الرصيد؟"
"في انتظار السحب النقدي","لماذا لم يتم مسح الإيداع الخاص بي في جهاز الصراف الآلي بعد؟"
"إلغاء التحويل","لو سمحتوا بدي الغي اخر تحويل الي لانه كان خطأ وهذه الحالة طارئة لازم ينلغى قبل ما يمر هالتحويل ويفوت الاوان."
"نقل إلى الحساب","ممكن تفرجيني كيف بحول لحسابي"
"الدفع بالبطاقة غير معترف به","اذا بكم تشوفو حل للبطاقة لانه في اشياء مدفوعة بس انا ما اشتريتها رح تتوقف البطاقة؟"
"تفعيل بطاقتي","ما هي خطوات تفعيل البطاقة حيث يبدو أنها لا تعمل؟"
"حدود البطاقة التي يمكن التخلص منها","أرني مقدار المعاملات التي يمكنني إجراؤها باستخدام بطاقة يمكن التخلص منها."
"الدفع المباشر للدين غير معروف","ما دفعت دفعة الخصم المباشر على حسابي"
